"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"IRL","SHPRICE","TOT","IDX2015","M","1989-02",24.73699,
"IRL","SHPRICE","TOT","IDX2015","M","1989-03",25.51828,
"IRL","SHPRICE","TOT","IDX2015","M","1989-04",26.51142,
"IRL","SHPRICE","TOT","IDX2015","M","1989-05",26.99808,
"IRL","SHPRICE","TOT","IDX2015","M","1989-06",25.89991,
"IRL","SHPRICE","TOT","IDX2015","M","1989-07",26.72196,
"IRL","SHPRICE","TOT","IDX2015","M","1989-08",28.94407,
"IRL","SHPRICE","TOT","IDX2015","M","1989-09",28.49945,
"IRL","SHPRICE","TOT","IDX2015","M","1989-10",28.02198,
"IRL","SHPRICE","TOT","IDX2015","M","1989-11",26.96602,
"IRL","SHPRICE","TOT","IDX2015","M","1989-12",27.98557,
"IRL","SHPRICE","TOT","IDX2015","M","1990-01",29.8623,
"IRL","SHPRICE","TOT","IDX2015","M","1990-02",29.32473,
"IRL","SHPRICE","TOT","IDX2015","M","1990-03",28.25556,
"IRL","SHPRICE","TOT","IDX2015","M","1990-04",27.43286,
"IRL","SHPRICE","TOT","IDX2015","M","1990-05",26.19423,
"IRL","SHPRICE","TOT","IDX2015","M","1990-06",27.482,
"IRL","SHPRICE","TOT","IDX2015","M","1990-07",26.5467,
"IRL","SHPRICE","TOT","IDX2015","M","1990-08",22.88604,
"IRL","SHPRICE","TOT","IDX2015","M","1990-09",20.38927,
"IRL","SHPRICE","TOT","IDX2015","M","1990-10",20.77766,
"IRL","SHPRICE","TOT","IDX2015","M","1990-11",19.89697,
"IRL","SHPRICE","TOT","IDX2015","M","1990-12",19.69754,
"IRL","SHPRICE","TOT","IDX2015","M","1991-01",18.41766,
"IRL","SHPRICE","TOT","IDX2015","M","1991-02",20.51202,
"IRL","SHPRICE","TOT","IDX2015","M","1991-03",23.60032,
"IRL","SHPRICE","TOT","IDX2015","M","1991-04",23.87965,
"IRL","SHPRICE","TOT","IDX2015","M","1991-05",22.97158,
"IRL","SHPRICE","TOT","IDX2015","M","1991-06",22.42064,
"IRL","SHPRICE","TOT","IDX2015","M","1991-07",22.24135,
"IRL","SHPRICE","TOT","IDX2015","M","1991-08",22.95289,
"IRL","SHPRICE","TOT","IDX2015","M","1991-09",23.44825,
"IRL","SHPRICE","TOT","IDX2015","M","1991-10",23.06968,
"IRL","SHPRICE","TOT","IDX2015","M","1991-11",22.60815,
"IRL","SHPRICE","TOT","IDX2015","M","1991-12",21.89371,
"IRL","SHPRICE","TOT","IDX2015","M","1992-01",23.03875,
"IRL","SHPRICE","TOT","IDX2015","M","1992-02",23.2203,
"IRL","SHPRICE","TOT","IDX2015","M","1992-03",22.66244,
"IRL","SHPRICE","TOT","IDX2015","M","1992-04",22.51955,
"IRL","SHPRICE","TOT","IDX2015","M","1992-05",22.80823,
"IRL","SHPRICE","TOT","IDX2015","M","1992-06",21.88243,
"IRL","SHPRICE","TOT","IDX2015","M","1992-07",20.68198,
"IRL","SHPRICE","TOT","IDX2015","M","1992-08",20.00652,
"IRL","SHPRICE","TOT","IDX2015","M","1992-09",19.58413,
"IRL","SHPRICE","TOT","IDX2015","M","1992-10",18.14735,
"IRL","SHPRICE","TOT","IDX2015","M","1992-11",18.33261,
"IRL","SHPRICE","TOT","IDX2015","M","1992-12",19.30125,
"IRL","SHPRICE","TOT","IDX2015","M","1993-01",20.30663,
"IRL","SHPRICE","TOT","IDX2015","M","1993-02",21.05249,
"IRL","SHPRICE","TOT","IDX2015","M","1993-03",22.80404,
"IRL","SHPRICE","TOT","IDX2015","M","1993-04",24.76324,
"IRL","SHPRICE","TOT","IDX2015","M","1993-05",24.71669,
"IRL","SHPRICE","TOT","IDX2015","M","1993-06",25.45884,
"IRL","SHPRICE","TOT","IDX2015","M","1993-07",26.21404,
"IRL","SHPRICE","TOT","IDX2015","M","1993-08",27.83221,
"IRL","SHPRICE","TOT","IDX2015","M","1993-09",27.31527,
"IRL","SHPRICE","TOT","IDX2015","M","1993-10",28.12266,
"IRL","SHPRICE","TOT","IDX2015","M","1993-11",29.22372,
"IRL","SHPRICE","TOT","IDX2015","M","1993-12",29.64708,
"IRL","SHPRICE","TOT","IDX2015","M","1994-01",32.63115,
"IRL","SHPRICE","TOT","IDX2015","M","1994-02",32.09503,
"IRL","SHPRICE","TOT","IDX2015","M","1994-03",30.55918,
"IRL","SHPRICE","TOT","IDX2015","M","1994-04",29.68235,
"IRL","SHPRICE","TOT","IDX2015","M","1994-05",29.05361,
"IRL","SHPRICE","TOT","IDX2015","M","1994-06",28.29116,
"IRL","SHPRICE","TOT","IDX2015","M","1994-07",28.58548,
"IRL","SHPRICE","TOT","IDX2015","M","1994-08",29.85005,
"IRL","SHPRICE","TOT","IDX2015","M","1994-09",30.49474,
"IRL","SHPRICE","TOT","IDX2015","M","1994-10",29.44619,
"IRL","SHPRICE","TOT","IDX2015","M","1994-11",29.31684,
"IRL","SHPRICE","TOT","IDX2015","M","1994-12",29.09421,
"IRL","SHPRICE","TOT","IDX2015","M","1995-01",29.96942,
"IRL","SHPRICE","TOT","IDX2015","M","1995-02",30.40872,
"IRL","SHPRICE","TOT","IDX2015","M","1995-03",29.60116,
"IRL","SHPRICE","TOT","IDX2015","M","1995-04",30.10683,
"IRL","SHPRICE","TOT","IDX2015","M","1995-05",30.78277,
"IRL","SHPRICE","TOT","IDX2015","M","1995-06",31.78364,
"IRL","SHPRICE","TOT","IDX2015","M","1995-07",32.85845,
"IRL","SHPRICE","TOT","IDX2015","M","1995-08",33.78038,
"IRL","SHPRICE","TOT","IDX2015","M","1995-09",34.3537,
"IRL","SHPRICE","TOT","IDX2015","M","1995-10",34.28975,
"IRL","SHPRICE","TOT","IDX2015","M","1995-11",35.11325,
"IRL","SHPRICE","TOT","IDX2015","M","1995-12",35.96398,
"IRL","SHPRICE","TOT","IDX2015","M","1996-01",37.07487,
"IRL","SHPRICE","TOT","IDX2015","M","1996-02",37.30588,
"IRL","SHPRICE","TOT","IDX2015","M","1996-03",38.04416,
"IRL","SHPRICE","TOT","IDX2015","M","1996-04",39.79153,
"IRL","SHPRICE","TOT","IDX2015","M","1996-05",40.72876,
"IRL","SHPRICE","TOT","IDX2015","M","1996-06",41.41566,
"IRL","SHPRICE","TOT","IDX2015","M","1996-07",39.70438,
"IRL","SHPRICE","TOT","IDX2015","M","1996-08",40.66884,
"IRL","SHPRICE","TOT","IDX2015","M","1996-09",41.53423,
"IRL","SHPRICE","TOT","IDX2015","M","1996-10",42.96247,
"IRL","SHPRICE","TOT","IDX2015","M","1996-11",42.80879,
"IRL","SHPRICE","TOT","IDX2015","M","1996-12",42.94491,
"IRL","SHPRICE","TOT","IDX2015","M","1997-01",45.48001,
"IRL","SHPRICE","TOT","IDX2015","M","1997-02",48.18669,
"IRL","SHPRICE","TOT","IDX2015","M","1997-03",48.47826,
"IRL","SHPRICE","TOT","IDX2015","M","1997-04",48.29446,
"IRL","SHPRICE","TOT","IDX2015","M","1997-05",52.07013,
"IRL","SHPRICE","TOT","IDX2015","M","1997-06",53.87695,
"IRL","SHPRICE","TOT","IDX2015","M","1997-07",57.15533,
"IRL","SHPRICE","TOT","IDX2015","M","1997-08",58.82489,
"IRL","SHPRICE","TOT","IDX2015","M","1997-09",58.46146,
"IRL","SHPRICE","TOT","IDX2015","M","1997-10",61.7492,
"IRL","SHPRICE","TOT","IDX2015","M","1997-11",59.68448,
"IRL","SHPRICE","TOT","IDX2015","M","1997-12",63.46402,
"IRL","SHPRICE","TOT","IDX2015","M","1998-01",68.83709,
"IRL","SHPRICE","TOT","IDX2015","M","1998-02",75.41303,
"IRL","SHPRICE","TOT","IDX2015","M","1998-03",83.13337,
"IRL","SHPRICE","TOT","IDX2015","M","1998-04",86.05897,
"IRL","SHPRICE","TOT","IDX2015","M","1998-05",84.75283,
"IRL","SHPRICE","TOT","IDX2015","M","1998-06",81.73912,
"IRL","SHPRICE","TOT","IDX2015","M","1998-07",85.25624,
"IRL","SHPRICE","TOT","IDX2015","M","1998-08",77.76772,
"IRL","SHPRICE","TOT","IDX2015","M","1998-09",66.41152,
"IRL","SHPRICE","TOT","IDX2015","M","1998-10",65.96449,
"IRL","SHPRICE","TOT","IDX2015","M","1998-11",73.5914,
"IRL","SHPRICE","TOT","IDX2015","M","1998-12",75.80642,
"IRL","SHPRICE","TOT","IDX2015","M","1999-01",83.87343,
"IRL","SHPRICE","TOT","IDX2015","M","1999-02",84.52698,
"IRL","SHPRICE","TOT","IDX2015","M","1999-03",86.00613,
"IRL","SHPRICE","TOT","IDX2015","M","1999-04",85.80863,
"IRL","SHPRICE","TOT","IDX2015","M","1999-05",82.08096,
"IRL","SHPRICE","TOT","IDX2015","M","1999-06",79.45258,
"IRL","SHPRICE","TOT","IDX2015","M","1999-07",80.70362,
"IRL","SHPRICE","TOT","IDX2015","M","1999-08",77.89997,
"IRL","SHPRICE","TOT","IDX2015","M","1999-09",77.41396,
"IRL","SHPRICE","TOT","IDX2015","M","1999-10",75.49953,
"IRL","SHPRICE","TOT","IDX2015","M","1999-11",76.72239,
"IRL","SHPRICE","TOT","IDX2015","M","1999-12",78.89294,
"IRL","SHPRICE","TOT","IDX2015","M","2000-01",79.77911,
"IRL","SHPRICE","TOT","IDX2015","M","2000-02",80.56589,
"IRL","SHPRICE","TOT","IDX2015","M","2000-03",86.81062,
"IRL","SHPRICE","TOT","IDX2015","M","2000-04",87.76155,
"IRL","SHPRICE","TOT","IDX2015","M","2000-05",84.81791,
"IRL","SHPRICE","TOT","IDX2015","M","2000-06",79.70001,
"IRL","SHPRICE","TOT","IDX2015","M","2000-07",81.4382,
"IRL","SHPRICE","TOT","IDX2015","M","2000-08",85.37787,
"IRL","SHPRICE","TOT","IDX2015","M","2000-09",88.65593,
"IRL","SHPRICE","TOT","IDX2015","M","2000-10",91.9427,
"IRL","SHPRICE","TOT","IDX2015","M","2000-11",94.04446,
"IRL","SHPRICE","TOT","IDX2015","M","2000-12",92.44079,
"IRL","SHPRICE","TOT","IDX2015","M","2001-01",91.55479,
"IRL","SHPRICE","TOT","IDX2015","M","2001-02",95.08592,
"IRL","SHPRICE","TOT","IDX2015","M","2001-03",89.33639,
"IRL","SHPRICE","TOT","IDX2015","M","2001-04",90.52847,
"IRL","SHPRICE","TOT","IDX2015","M","2001-05",98.12009,
"IRL","SHPRICE","TOT","IDX2015","M","2001-06",102.4383,
"IRL","SHPRICE","TOT","IDX2015","M","2001-07",101.6098,
"IRL","SHPRICE","TOT","IDX2015","M","2001-08",95.30372,
"IRL","SHPRICE","TOT","IDX2015","M","2001-09",84.3029,
"IRL","SHPRICE","TOT","IDX2015","M","2001-10",83.53707,
"IRL","SHPRICE","TOT","IDX2015","M","2001-11",85.46067,
"IRL","SHPRICE","TOT","IDX2015","M","2001-12",89.41838,
"IRL","SHPRICE","TOT","IDX2015","M","2002-01",89.44125,
"IRL","SHPRICE","TOT","IDX2015","M","2002-02",78.61893,
"IRL","SHPRICE","TOT","IDX2015","M","2002-03",82.02538,
"IRL","SHPRICE","TOT","IDX2015","M","2002-04",82.61224,
"IRL","SHPRICE","TOT","IDX2015","M","2002-05",84.27922,
"IRL","SHPRICE","TOT","IDX2015","M","2002-06",80.42445,
"IRL","SHPRICE","TOT","IDX2015","M","2002-07",69.72003,
"IRL","SHPRICE","TOT","IDX2015","M","2002-08",70.57446,
"IRL","SHPRICE","TOT","IDX2015","M","2002-09",66.75256,
"IRL","SHPRICE","TOT","IDX2015","M","2002-10",63.51525,
"IRL","SHPRICE","TOT","IDX2015","M","2002-11",69.56039,
"IRL","SHPRICE","TOT","IDX2015","M","2002-12",66.33162,
"IRL","SHPRICE","TOT","IDX2015","M","2003-01",65.29548,
"IRL","SHPRICE","TOT","IDX2015","M","2003-02",62.44688,
"IRL","SHPRICE","TOT","IDX2015","M","2003-03",62.88779,
"IRL","SHPRICE","TOT","IDX2015","M","2003-04",66.1301,
"IRL","SHPRICE","TOT","IDX2015","M","2003-05",68.64394,
"IRL","SHPRICE","TOT","IDX2015","M","2003-06",69.56248,
"IRL","SHPRICE","TOT","IDX2015","M","2003-07",70.27258,
"IRL","SHPRICE","TOT","IDX2015","M","2003-08",71.71081,
"IRL","SHPRICE","TOT","IDX2015","M","2003-09",74.35191,
"IRL","SHPRICE","TOT","IDX2015","M","2003-10",74.99033,
"IRL","SHPRICE","TOT","IDX2015","M","2003-11",75.9303,
"IRL","SHPRICE","TOT","IDX2015","M","2003-12",77.60437,
"IRL","SHPRICE","TOT","IDX2015","M","2004-01",83.11581,
"IRL","SHPRICE","TOT","IDX2015","M","2004-02",82.05969,
"IRL","SHPRICE","TOT","IDX2015","M","2004-03",83.03639,
"IRL","SHPRICE","TOT","IDX2015","M","2004-04",86.76181,
"IRL","SHPRICE","TOT","IDX2015","M","2004-05",83.79192,
"IRL","SHPRICE","TOT","IDX2015","M","2004-06",85.92896,
"IRL","SHPRICE","TOT","IDX2015","M","2004-07",86.83543,
"IRL","SHPRICE","TOT","IDX2015","M","2004-08",86.22763,
"IRL","SHPRICE","TOT","IDX2015","M","2004-09",90.44711,
"IRL","SHPRICE","TOT","IDX2015","M","2004-10",90.92024,
"IRL","SHPRICE","TOT","IDX2015","M","2004-11",96.09211,
"IRL","SHPRICE","TOT","IDX2015","M","2004-12",98.86434,
"IRL","SHPRICE","TOT","IDX2015","M","2005-01",103.5196,
"IRL","SHPRICE","TOT","IDX2015","M","2005-02",107.205,
"IRL","SHPRICE","TOT","IDX2015","M","2005-03",98.84694,
"IRL","SHPRICE","TOT","IDX2015","M","2005-04",97.03594,
"IRL","SHPRICE","TOT","IDX2015","M","2005-05",98.16488,
"IRL","SHPRICE","TOT","IDX2015","M","2005-06",102.9566,
"IRL","SHPRICE","TOT","IDX2015","M","2005-07",107.0863,
"IRL","SHPRICE","TOT","IDX2015","M","2005-08",108.1468,
"IRL","SHPRICE","TOT","IDX2015","M","2005-09",108.5238,
"IRL","SHPRICE","TOT","IDX2015","M","2005-10",107.0507,
"IRL","SHPRICE","TOT","IDX2015","M","2005-11",109.32,
"IRL","SHPRICE","TOT","IDX2015","M","2005-12",115.6195,
"IRL","SHPRICE","TOT","IDX2015","M","2006-01",120.5488,
"IRL","SHPRICE","TOT","IDX2015","M","2006-02",124.3676,
"IRL","SHPRICE","TOT","IDX2015","M","2006-03",127.7952,
"IRL","SHPRICE","TOT","IDX2015","M","2006-04",127.2148,
"IRL","SHPRICE","TOT","IDX2015","M","2006-05",124.5824,
"IRL","SHPRICE","TOT","IDX2015","M","2006-06",118.3641,
"IRL","SHPRICE","TOT","IDX2015","M","2006-07",120.229,
"IRL","SHPRICE","TOT","IDX2015","M","2006-08",124.975,
"IRL","SHPRICE","TOT","IDX2015","M","2006-09",130.4152,
"IRL","SHPRICE","TOT","IDX2015","M","2006-10",136.0418,
"IRL","SHPRICE","TOT","IDX2015","M","2006-11",140.5704,
"IRL","SHPRICE","TOT","IDX2015","M","2006-12",146.6418,
"IRL","SHPRICE","TOT","IDX2015","M","2007-01",150.6166,
"IRL","SHPRICE","TOT","IDX2015","M","2007-02",156.7232,
"IRL","SHPRICE","TOT","IDX2015","M","2007-03",150.6183,
"IRL","SHPRICE","TOT","IDX2015","M","2007-04",153.6495,
"IRL","SHPRICE","TOT","IDX2015","M","2007-05",156.8188,
"IRL","SHPRICE","TOT","IDX2015","M","2007-06",153.2371,
"IRL","SHPRICE","TOT","IDX2015","M","2007-07",145.6866,
"IRL","SHPRICE","TOT","IDX2015","M","2007-08",135.3332,
"IRL","SHPRICE","TOT","IDX2015","M","2007-09",128.4265,
"IRL","SHPRICE","TOT","IDX2015","M","2007-10",129.3828,
"IRL","SHPRICE","TOT","IDX2015","M","2007-11",112.7862,
"IRL","SHPRICE","TOT","IDX2015","M","2007-12",113.0685,
"IRL","SHPRICE","TOT","IDX2015","M","2008-01",107.7682,
"IRL","SHPRICE","TOT","IDX2015","M","2008-02",105.9173,
"IRL","SHPRICE","TOT","IDX2015","M","2008-03",98.85661,
"IRL","SHPRICE","TOT","IDX2015","M","2008-04",100.3609,
"IRL","SHPRICE","TOT","IDX2015","M","2008-05",101.6783,
"IRL","SHPRICE","TOT","IDX2015","M","2008-06",89.96449,
"IRL","SHPRICE","TOT","IDX2015","M","2008-07",76.35509,
"IRL","SHPRICE","TOT","IDX2015","M","2008-08",70.97768,
"IRL","SHPRICE","TOT","IDX2015","M","2008-09",66.23738,
"IRL","SHPRICE","TOT","IDX2015","M","2008-10",48.19812,
"IRL","SHPRICE","TOT","IDX2015","M","2008-11",42.74306,
"IRL","SHPRICE","TOT","IDX2015","M","2008-12",39.66636,
"IRL","SHPRICE","TOT","IDX2015","M","2009-01",39.15151,
"IRL","SHPRICE","TOT","IDX2015","M","2009-02",36.28423,
"IRL","SHPRICE","TOT","IDX2015","M","2009-03",33.35719,
"IRL","SHPRICE","TOT","IDX2015","M","2009-04",38.51923,
"IRL","SHPRICE","TOT","IDX2015","M","2009-05",42.88579,
"IRL","SHPRICE","TOT","IDX2015","M","2009-06",45.34325,
"IRL","SHPRICE","TOT","IDX2015","M","2009-07",43.56286,
"IRL","SHPRICE","TOT","IDX2015","M","2009-08",47.3474,
"IRL","SHPRICE","TOT","IDX2015","M","2009-09",52.38136,
"IRL","SHPRICE","TOT","IDX2015","M","2009-10",51.69592,
"IRL","SHPRICE","TOT","IDX2015","M","2009-11",46.81918,
"IRL","SHPRICE","TOT","IDX2015","M","2009-12",47.4571,
"IRL","SHPRICE","TOT","IDX2015","M","2010-01",49.18739,
"IRL","SHPRICE","TOT","IDX2015","M","2010-02",47.21208,
"IRL","SHPRICE","TOT","IDX2015","M","2010-03",49.43789,
"IRL","SHPRICE","TOT","IDX2015","M","2010-04",53.72761,
"IRL","SHPRICE","TOT","IDX2015","M","2010-05",49.22573,
"IRL","SHPRICE","TOT","IDX2015","M","2010-06",48.60263,
"IRL","SHPRICE","TOT","IDX2015","M","2010-07",46.53243,
"IRL","SHPRICE","TOT","IDX2015","M","2010-08",45.49081,
"IRL","SHPRICE","TOT","IDX2015","M","2010-09",44.1531,
"IRL","SHPRICE","TOT","IDX2015","M","2010-10",43.50777,
"IRL","SHPRICE","TOT","IDX2015","M","2010-11",43.52516,
"IRL","SHPRICE","TOT","IDX2015","M","2010-12",45.64868,
"IRL","SHPRICE","TOT","IDX2015","M","2011-01",46.57109,
"IRL","SHPRICE","TOT","IDX2015","M","2011-02",47.63301,
"IRL","SHPRICE","TOT","IDX2015","M","2011-03",46.08234,
"IRL","SHPRICE","TOT","IDX2015","M","2011-04",47.55505,
"IRL","SHPRICE","TOT","IDX2015","M","2011-05",47.8202,
"IRL","SHPRICE","TOT","IDX2015","M","2011-06",46.90778,
"IRL","SHPRICE","TOT","IDX2015","M","2011-07",46.78132,
"IRL","SHPRICE","TOT","IDX2015","M","2011-08",40.41431,
"IRL","SHPRICE","TOT","IDX2015","M","2011-09",39.80764,
"IRL","SHPRICE","TOT","IDX2015","M","2011-10",42.01815,
"IRL","SHPRICE","TOT","IDX2015","M","2011-11",42.35982,
"IRL","SHPRICE","TOT","IDX2015","M","2011-12",44.70839,
"IRL","SHPRICE","TOT","IDX2015","M","2012-01",47.70003,
"IRL","SHPRICE","TOT","IDX2015","M","2012-02",50.62981,
"IRL","SHPRICE","TOT","IDX2015","M","2012-03",52.53843,
"IRL","SHPRICE","TOT","IDX2015","M","2012-04",51.65065,
"IRL","SHPRICE","TOT","IDX2015","M","2012-05",50.18568,
"IRL","SHPRICE","TOT","IDX2015","M","2012-06",49.0677,
"IRL","SHPRICE","TOT","IDX2015","M","2012-07",51.15126,
"IRL","SHPRICE","TOT","IDX2015","M","2012-08",51.21441,
"IRL","SHPRICE","TOT","IDX2015","M","2012-09",52.57613,
"IRL","SHPRICE","TOT","IDX2015","M","2012-10",52.49977,
"IRL","SHPRICE","TOT","IDX2015","M","2012-11",52.7058,
"IRL","SHPRICE","TOT","IDX2015","M","2012-12",53.9496,
"IRL","SHPRICE","TOT","IDX2015","M","2013-01",56.31636,
"IRL","SHPRICE","TOT","IDX2015","M","2013-02",58.66251,
"IRL","SHPRICE","TOT","IDX2015","M","2013-03",62.61555,
"IRL","SHPRICE","TOT","IDX2015","M","2013-04",62.41579,
"IRL","SHPRICE","TOT","IDX2015","M","2013-05",64.43766,
"IRL","SHPRICE","TOT","IDX2015","M","2013-06",63.26797,
"IRL","SHPRICE","TOT","IDX2015","M","2013-07",65.3169,
"IRL","SHPRICE","TOT","IDX2015","M","2013-08",67.72507,
"IRL","SHPRICE","TOT","IDX2015","M","2013-09",68.42163,
"IRL","SHPRICE","TOT","IDX2015","M","2013-10",69.52399,
"IRL","SHPRICE","TOT","IDX2015","M","2013-11",71.70421,
"IRL","SHPRICE","TOT","IDX2015","M","2013-12",71.42133,
"IRL","SHPRICE","TOT","IDX2015","M","2014-01",76.09396,
"IRL","SHPRICE","TOT","IDX2015","M","2014-02",79.397,
"IRL","SHPRICE","TOT","IDX2015","M","2014-03",80.34003,
"IRL","SHPRICE","TOT","IDX2015","M","2014-04",79.86771,
"IRL","SHPRICE","TOT","IDX2015","M","2014-05",78.17512,
"IRL","SHPRICE","TOT","IDX2015","M","2014-06",78.33524,
"IRL","SHPRICE","TOT","IDX2015","M","2014-07",76.05547,
"IRL","SHPRICE","TOT","IDX2015","M","2014-08",75.09326,
"IRL","SHPRICE","TOT","IDX2015","M","2014-09",78.37632,
"IRL","SHPRICE","TOT","IDX2015","M","2014-10",74.51108,
"IRL","SHPRICE","TOT","IDX2015","M","2014-11",78.71236,
"IRL","SHPRICE","TOT","IDX2015","M","2014-12",83.15479,
"IRL","SHPRICE","TOT","IDX2015","M","2015-01",85.54476,
"IRL","SHPRICE","TOT","IDX2015","M","2015-02",92.17596,
"IRL","SHPRICE","TOT","IDX2015","M","2015-03",97.47121,
"IRL","SHPRICE","TOT","IDX2015","M","2015-04",99.93077,
"IRL","SHPRICE","TOT","IDX2015","M","2015-05",99.82944,
"IRL","SHPRICE","TOT","IDX2015","M","2015-06",100.1259,
"IRL","SHPRICE","TOT","IDX2015","M","2015-07",102.4295,
"IRL","SHPRICE","TOT","IDX2015","M","2015-08",103.5594,
"IRL","SHPRICE","TOT","IDX2015","M","2015-09",102.526,
"IRL","SHPRICE","TOT","IDX2015","M","2015-10",101.2226,
"IRL","SHPRICE","TOT","IDX2015","M","2015-11",106.4925,
"IRL","SHPRICE","TOT","IDX2015","M","2015-12",108.6921,
"IRL","SHPRICE","TOT","IDX2015","M","2016-01",104.0539,
